Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, ILS, 
25 January 2018, 1.2407, 135.12, 1.9558, 25.381, 7.4444, 0.87038, 309.35, 4.1469, 4.6693, 9.8188, 1.1680, 9.5858, 7.4245, 69.2815, 4.6410, 1.5358, 3.9063, 1.5289, 7.8549, 9.6996, 16492.63, 78.8650, 1314.41, 22.8810, 4.8207, 1.6823, 63.189, 1.6202, 38.983, 14.7614, 4.2229, 
